seq	kingdom	phylum	class	order	family	genus	species
seq_1429	1.00	0.33	0.33	0.02	0.02	0.02	0.01
seq_3053	1.00	1.00	0.85	0.39	0.39	0.39	0.22
seq_3515	1.00	0.69	0.25	0.17	0.17	0.15	0.12
seq_3056	1.00	0.06	0.06	0.06	0.05	0.04	0.03
seq_3102	1.00	0.97	0.03	0.02	0.02	0.02	0.01
seq_3378	1.00	0.99	0.88	0.55	0.52	0.52	0.52
seq_3059	1.00	0.95	0.64	0.01	0.01	0.01	0.01
seq_1159	1.00	0.92	0.52	0.10	0.10	0.04	0.04
seq_3431	1.00	0.64	0.53	0.03	0.02	0.02	0.02
seq_1824	1.00	0.24	0.23	0.03	0.03	0.03	0.03
seq_1885	1.00	1.00	0.97	0.88	0.85	0.82	0.52
seq_1089	1.00	0.83	0.44	0.07	0.04	0.01	0.01
seq_3062	1.00	0.91	0.91	0.64	0.41	0.41	0.28
seq_1468	1.00	0.77	0.19	0.17	0.14	0.08	0.08
seq_3069	1.00	1.00	0.63	0.56	0.56	0.56	0.56
seq_3476	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_1094	1.00	1.00	0.21	0.12	0.02	0.01	0.01
seq_3073	1.00	0.94	0.76	0.19	0.09	0.09	0.01
seq_1096	1.00	0.90	0.32	0.30	0.02	0.02	0.02
seq_1077	1.00	1.00	0.95	0.90	0.90	0.90	0.90
seq_1467	1.00	0.48	0.02	0.02	0.01	0.01	0.01
seq_3081	1.00	0.07	0.01	0.01	0.01	0.01	0.01
seq_1828	1.00	0.96	0.36	0.27	0.24	0.08	0.03
seq_1208	1.00	0.86	0.27	0.10	0.09	0.09	0.03
seq_3085	1.00	0.67	0.47	0.28	0.01	0.01	0.01
seq_3084	1.00	0.02	0.02	0.01	0.01	0.01	0.01
seq_1103	1.00	0.76	0.65	0.22	0.09	0.01	0.01
seq_1822	1.00	0.54	0.54	0.12	0.02	0.02	0.02
seq_3087	1.00	1.00	0.81	0.74	0.59	0.34	0.11
seq_3086	1.00	0.98	0.31	0.30	0.30	0.30	0.30
seq_3088	1.00	0.96	0.42	0.38	0.04	0.04	0.04
seq_3089	1.00	1.00	0.93	0.68	0.32	0.32	0.24
seq_1509	1.00	1.00	0.92	0.77	0.74	0.74	0.56
seq_1673	1.00	0.89	0.55	0.48	0.48	0.23	0.03
seq_3096	0	NA	NA	NA	NA	NA	NA
seq_1491	1.00	1.00	1.00	1.00	1.00	1.00	0.85
seq_3101	1.00	0.94	0.72	0.17	0.07	0.07	0.07
seq_3103	1.00	0.99	0.67	0.50	0.39	0.02	0.02
seq_3097	1.00	0.83	0.83	0.29	0.21	0.05	0.04
seq_3104	1.00	0.97	0.78	0.25	0.24	0.24	0.16
seq_3235	1.00	0.94	0.22	0.14	0.11	0.06	0.06
seq_3415	1.00	0.83	0.63	0.39	0.01	0.01	0.01
seq_1261	1.00	0.95	0.80	0.30	0.29	0.29	0.23
seq_1307	1.00	0.74	0.42	0.20	0.20	0.11	0.07
seq_1357	1.00	0.19	0.19	0.02	0.02	0.02	0.02
seq_3106	1.00	0.47	0.47	0.03	0.01	0.01	0.01
seq_3107	1.00	0.94	0.91	0.88	0.43	0.43	0.43
seq_1113	1.00	0.11	0.10	0.04	0.04	0.04	0.01
seq_1889	1.00	1.00	1.00	1.00	0.99	0.99	0.41
seq_1191	1.00	0.89	0.35	0.19	0.13	0.09	0.02
seq_1142	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_2066	1.00	0.80	0.30	0.30	0.30	0.30	0.30
seq_3110	1.00	0.60	0.53	0.29	0.16	0.06	0.02
seq_3389	1.00	0.83	0.79	0.32	0.12	0.03	0.01
seq_1116	1.00	0.42	0.23	0.19	0.04	0.04	0.04
seq_1118	1.00	0.76	0.75	0.75	0.22	0.21	0.21
seq_3114	1.00	0.99	0.91	0.49	0.43	0.43	0.43
seq_1284	1.00	0.11	0.11	0.02	0.02	0.02	0.01
seq_1541	1.00	0.68	0.35	0.23	0.12	0.11	0.11
seq_3118	1.00	1.00	1.00	1.00	0.94	0.33	0.33
seq_0178	1.00	1.00	1.00	0.95	0.81	0.81	0.25
seq_2087	1.00	1.00	0.82	0.65	0.41	0.38	0.38
seq_3194	1.00	1.00	0.86	0.63	0.63	0.63	0.21
seq_1130	1.00	1.00	0.79	0.49	0.49	0.49	0.35
seq_3380	1.00	0.89	0.70	0.28	0.04	0.03	0.03
seq_3128	1.00	0.97	0.39	0.10	0.09	0.09	0.02
seq_3126	1.00	0.37	0.37	0.11	0.03	0.03	0.01
seq_3127	1.00	1.00	1.00	1.00	1.00	0.85	0.33
seq_1133	1.00	1.00	0.89	0.49	0.23	0.23	0.15
seq_1979	1.00	0.09	0.09	0.04	0.04	0.01	0.01
seq_1274	1.00	0.99	0.99	0.98	0.90	0.81	0.38
seq_3132	1.00	1.00	0.91	0.55	0.55	0.55	0.55
seq_3129	1.00	0.49	0.42	0.42	0.42	0.42	0.42
seq_1970	1.00	0.96	0.73	0.16	0.16	0.16	0.08
seq_1677	1.00	0.68	0.68	0.13	0.08	0.02	0.01
seq_3140	1.00	0.91	0.28	0.22	0.22	0.20	0.19
seq_1991	1.00	0.38	0.38	0.14	0.13	0.13	0.08
seq_3136	1.00	0.48	0.47	0.12	0.02	0.02	0.02
seq_1385	1.00	1.00	0.93	0.52	0.32	0.28	0.11
seq_3141	1.00	0.98	0.91	0.90	0.90	0.90	0.90
seq_1179	1.00	1.00	1.00	1.00	1.00	0.63	0.63
seq_3143	1.00	0.85	0.57	0.25	0.25	0.25	0.10
seq_1935	1.00	0.36	0.35	0.15	0.01	0.01	0.01
seq_3144	1.00	0.52	0.18	0.13	0.06	0.05	0.05
seq_0624	1.00	1.00	1.00	0.82	0.82	0.78	0.78
seq_3146	1.00	0.70	0.70	0.29	0.03	0.03	0.01
seq_1143	1.00	0.77	0.33	0.22	0.06	0.04	0.01
seq_3152	1.00	0.90	0.10	0.07	0.01	0.01	0.01
seq_1150	1.00	0.98	0.23	0.04	0.04	0.04	0.03
seq_3154	1.00	1.00	0.86	0.62	0.15	0.13	0.13
seq_3155	1.00	0.87	0.42	0.26	0.09	0.02	0.02
seq_1242	1.00	1.00	0.99	0.98	0.77	0.39	0.39
seq_0812	1.00	0.82	0.52	0.21	0.11	0.11	0.11
seq_1771	1.00	0.97	0.53	0.42	0.28	0.28	0.12
seq_3158	1.00	0.93	0.73	0.22	0.01	0.01	0.01
seq_3159	1.00	0.67	0.20	0.20	0.20	0.18	0.18
seq_3160	1.00	1.00	0.98	0.59	0.58	0.58	0.12
seq_3162	1.00	1.00	0.90	0.04	0.04	0.04	0.03
seq_1154	0	NA	NA	NA	NA	NA	NA
seq_3166	0	NA	NA	NA	NA	NA	NA
seq_3199	1.00	0.92	0.23	0.17	0.17	0.17	0.08
seq_3572	0	NA	NA	NA	NA	NA	NA
seq_3165	1.00	0.12	0.12	0.12	0.12	0.08	0.08
seq_1046	1.00	0.08	0.08	0.05	0.05	0.04	0.04
seq_1527	1.00	0.75	0.35	0.24	0.11	0.08	0.06
seq_1910	1.00	0.53	0.03	0.01	0.01	0.01	0.01
seq_3705	1.00	1.00	0.98	0.92	0.91	0.87	0.76
seq_3172	0	NA	NA	NA	NA	NA	NA
seq_1162	1.00	0.04	0.04	0.01	0.01	0.01	0.01
seq_3173	1.00	0.92	0.52	0.35	0.35	0.35	0.31
seq_1165	0	NA	NA	NA	NA	NA	NA
seq_3174	1.00	0.59	0.49	0.08	0.01	0.01	0.01
seq_3178	1.00	0.95	0.47	0.30	0.04	0.03	0.03
seq_3177	1.00	0.95	0.43	0.39	0.19	0.05	0.05
seq_1167	1.00	1.00	0.98	0.64	0.61	0.50	0.27
seq_3184	1.00	0.96	0.61	0.27	0.27	0.25	0.25
seq_3181	1.00	0.93	0.92	0.92	0.92	0.68	0.36
seq_3188	1.00	1.00	0.99	0.97	0.95	0.95	0.07
seq_3191	1.00	0.89	0.70	0.18	0.18	0.13	0.13
seq_3187	1.00	0.04	0.04	0.03	0.03	0.01	0.01
seq_3197	1.00	0.98	0.96	0.72	0.18	0.05	0.01
seq_1074	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_1173	1.00	0.95	0.52	0.52	0.52	0.42	0.20
seq_1286	1.00	0.92	0.24	0.23	0.20	0.15	0.14
seq_3203	1.00	0.84	0.06	0.01	0.01	0.01	0.01
seq_1684	1.00	0.80	0.41	0.06	0.04	0.04	0.04
seq_3201	1.00	0.99	0.43	0.40	0.39	0.04	0.04
seq_1185	1.00	0.05	0.01	0.01	0.01	0.01	0.01
seq_1375	1.00	1.00	1.00	1.00	1.00	0.92	0.55
seq_1394	0	NA	NA	NA	NA	NA	NA
seq_1763	1.00	0.87	0.87	0.29	0.22	0.09	0.05
seq_3206	1.00	0.98	0.50	0.38	0.29	0.29	0.29
seq_3209	1.00	0.83	0.31	0.20	0.19	0.19	0.19
seq_3210	1.00	1.00	0.96	0.76	0.74	0.74	0.44
seq_3208	1.00	0.98	0.84	0.84	0.84	0.62	0.57
seq_1212	1.00	0.53	0.07	0.06	0.06	0.05	0.04
seq_3214	1.00	0.74	0.11	0.10	0.05	0.05	0.02
seq_1287	1.00	0.72	0.63	0.31	0.01	0.01	0.01
seq_3212	1.00	0.60	0.39	0.10	0.10	0.06	0.05
seq_3213	1.00	0.59	0.31	0.11	0.11	0.02	0.02
seq_3217	1.00	0.98	0.93	0.75	0.48	0.48	0.48
seq_3215	1.00	0.52	0.51	0.11	0.01	0.01	0.01
seq_3219	0	NA	NA	NA	NA	NA	NA
seq_3260	1.00	0.81	0.14	0.13	0.03	0.03	0.03
seq_3220	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_1265	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_3222	0	NA	NA	NA	NA	NA	NA
seq_0220	1.00	1.00	1.00	1.00	1.00	0.47	0.47
seq_1273	1.00	0.78	0.78	0.19	0.19	0.18	0.02
seq_3223	1.00	0.96	0.27	0.22	0.13	0.13	0.13
seq_1474	1.00	0.98	0.89	0.42	0.14	0.04	0.04
seq_1754	1.00	0.98	0.96	0.53	0.19	0.19	0.07
seq_2046	1.00	0.97	0.47	0.47	0.36	0.36	0.36
seq_3299	1.00	0.31	0.29	0.29	0.06	0.04	0.04
seq_1366	1.00	0.33	0.12	0.05	0.01	0.01	0.01
seq_3226	1.00	0.42	0.15	0.15	0.15	0.02	0.02
seq_3227	1.00	0.23	0.22	0.13	0.11	0.10	0.02
seq_2052	1.00	0.95	0.20	0.17	0.17	0.10	0.06
seq_1203	0	NA	NA	NA	NA	NA	NA
seq_1983	1.00	0.89	0.39	0.10	0.10	0.10	0.10
seq_1252	1.00	1.00	0.91	0.17	0.17	0.17	0.01
seq_1268	0	NA	NA	NA	NA	NA	NA
seq_1355	1.00	0.94	0.77	0.72	0.72	0.72	0.72
seq_3236	0	NA	NA	NA	NA	NA	NA
seq_1963	1.00	0.63	0.62	0.34	0.08	0.06	0.03
seq_3183	1.00	1.00	0.94	0.63	0.63	0.63	0.31
seq_3234	1.00	1.00	1.00	1.00	1.00	0.94	0.06
seq_3237	1.00	0.04	0.04	0.01	0.01	0.01	0.01
seq_3233	1.00	0.98	0.39	0.29	0.27	0.27	0.27
seq_1211	1.00	0.20	0.20	0.17	0.15	0.13	0.01
seq_3238	1.00	0.93	0.48	0.25	0.22	0.19	0.11
seq_1365	1.00	1.00	0.69	0.44	0.29	0.29	0.07
seq_3244	1.00	0.93	0.42	0.32	0.32	0.05	0.05
seq_1729	1.00	1.00	0.76	0.14	0.14	0.14	0.14
seq_3571	1.00	0.99	0.99	0.98	0.75	0.64	0.64
seq_1227	0	NA	NA	NA	NA	NA	NA
seq_1216	1.00	0.77	0.63	0.47	0.27	0.23	0.23
seq_1219	1.00	0.96	0.95	0.69	0.42	0.42	0.20
seq_3246	1.00	1.00	1.00	1.00	1.00	0.93	0.93
seq_3249	1.00	0.85	0.78	0.36	0.07	0.06	0.06
seq_3252	1.00	0.95	0.21	0.10	0.08	0.06	0.06
seq_3253	1.00	0.98	0.41	0.28	0.28	0.28	0.28
seq_3254	1.00	0.96	0.43	0.18	0.14	0.14	0.13
seq_3255	0	NA	NA	NA	NA	NA	NA
seq_3256	1.00	0.98	0.69	0.48	0.48	0.48	0.48
seq_3250	1.00	0.85	0.77	0.09	0.02	0.02	0.02
seq_1591	1.00	0.61	0.50	0.11	0.02	0.02	0.02
seq_3265	1.00	0.94	0.27	0.16	0.16	0.16	0.13
seq_3273	1.00	0.99	0.14	0.12	0.08	0.01	0.01
seq_3264	1.00	0.72	0.72	0.08	0.08	0.07	0.07
seq_1867	1.00	0.99	0.99	0.86	0.82	0.59	0.59
seq_3272	1.00	1.00	0.82	0.16	0.16	0.16	0.15
seq_3275	1.00	0.82	0.37	0.29	0.16	0.02	0.02
seq_3276	1.00	0.96	0.07	0.05	0.05	0.05	0.05
seq_3262	1.00	1.00	1.00	1.00	1.00	1.00	0.56
seq_3280	1.00	0.98	0.80	0.64	0.64	0.64	0.39
seq_1300	1.00	0.98	0.75	0.70	0.28	0.14	0.14
seq_3321	1.00	0.81	0.21	0.08	0.01	0.01	0.01
seq_3279	1.00	0.61	0.41	0.15	0.04	0.02	0.02
seq_3463	1.00	0.60	0.17	0.08	0.08	0.03	0.03
seq_1344	1.00	1.00	1.00	0.35	0.29	0.23	0.23
seq_1440	1.00	0.99	0.61	0.30	0.09	0.09	0.09
seq_1422	1.00	0.15	0.08	0.08	0.08	0.02	0.02
seq_1507	1.00	0.99	0.59	0.24	0.24	0.24	0.16
seq_3285	0	NA	NA	NA	NA	NA	NA
seq_3282	1.00	1.00	0.98	0.97	0.70	0.15	0.09
seq_3281	1.00	1.00	1.00	1.00	1.00	0.95	0.95
seq_1632	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_3288	1.00	0.96	0.96	0.69	0.14	0.14	0.13
seq_3291	1.00	0.01	0.01	0.01	0.01	0.01	0.01
seq_3290	1.00	0.60	0.20	0.16	0.10	0.07	0.07
seq_3293	1.00	0.03	0.03	0.03	0.02	0.02	0.02
seq_1299	1.00	0.99	0.89	0.69	0.08	0.08	0.08
seq_1258	1.00	0.94	0.30	0.19	0.13	0.13	0.13
seq_1254	1.00	0.79	0.79	0.50	0.28	0.09	0.09
seq_1749	0	NA	NA	NA	NA	NA	NA
seq_3295	1.00	1.00	0.96	0.44	0.44	0.43	0.41
seq_1264	1.00	0.68	0.49	0.18	0.07	0.01	0.01
seq_3297	1.00	1.00	0.03	0.03	0.03	0.03	0.03
seq_1499	1.00	0.76	0.76	0.24	0.21	0.15	0.15
seq_3298	1.00	0.88	0.41	0.23	0.09	0.03	0.03
seq_3301	1.00	0.95	0.44	0.22	0.02	0.02	0.02
seq_3302	1.00	0.99	0.42	0.26	0.14	0.14	0.14
seq_3304	1.00	0.95	0.87	0.62	0.58	0.22	0.22
seq_3305	1.00	0.70	0.17	0.14	0.03	0.02	0.01
seq_3702	1.00	1.00	1.00	1.00	1.00	1.00	0.72
seq_1267	1.00	0.99	0.59	0.19	0.19	0.19	0.03
seq_1147	1.00	1.00	1.00	0.99	0.99	0.74	0.74
seq_1566	1.00	1.00	0.98	0.60	0.52	0.52	0.19
seq_1617	1.00	1.00	0.96	0.69	0.67	0.67	0.52
seq_1478	1.00	0.52	0.32	0.32	0.32	0.32	0.32
seq_1625	1.00	1.00	0.99	0.80	0.39	0.35	0.35
seq_3306	1.00	0.99	0.93	0.40	0.23	0.23	0.23
seq_3309	1.00	0.43	0.07	0.02	0.02	0.02	0.02
seq_3310	1.00	0.05	0.03	0.02	0.02	0.02	0.02
seq_3346	1.00	1.00	0.87	0.35	0.35	0.35	0.01
seq_1277	1.00	0.88	0.23	0.19	0.09	0.03	0.02
seq_3312	1.00	0.98	0.04	0.02	0.02	0.02	0.02
seq_1276	1.00	0.15	0.15	0.03	0.03	0.03	0.03
seq_3313	1.00	0.98	0.85	0.16	0.16	0.16	0.15
seq_3314	1.00	1.00	1.00	0.94	0.91	0.53	0.27
seq_1280	1.00	0.85	0.08	0.05	0.05	0.01	0.01
seq_1281	1.00	1.00	1.00	0.94	0.85	0.78	0.50
seq_3317	1.00	0.98	0.12	0.06	0.06	0.06	0.06
seq_1314	1.00	0.27	0.27	0.04	0.01	0.01	0.01
seq_3319	1.00	1.00	1.00	1.00	1.00	0.94	0.94
seq_3511	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_1714	1.00	0.94	0.65	0.61	0.16	0.11	0.09
seq_1659	1.00	0.90	0.87	0.25	0.25	0.06	0.06
seq_1742	0	NA	NA	NA	NA	NA	NA
seq_1840	0	NA	NA	NA	NA	NA	NA
seq_1070	1.00	0.02	0.02	0.02	0.02	0.02	0.02
seq_3322	1.00	0.96	0.91	0.83	0.26	0.06	0.06
seq_3328	1.00	0.99	0.97	0.66	0.16	0.16	0.16
seq_3325	1.00	0.84	0.84	0.72	0.21	0.21	0.15
seq_1247	1.00	0.66	0.66	0.38	0.21	0.09	0.07
seq_1905	1.00	1.00	0.85	0.45	0.18	0.18	0.02
seq_1290	1.00	0.10	0.10	0.04	0.01	0.01	0.01
seq_3339	1.00	0.88	0.70	0.67	0.22	0.14	0.08
seq_3333	1.00	0.13	0.02	0.01	0.01	0.01	0.01
seq_3628	1.00	0.99	0.96	0.95	0.95	0.95	0.95
seq_3336	1.00	0.60	0.60	0.58	0.58	0.58	0.58
seq_3899	1.00	0.76	0.42	0.36	0.36	0.36	0.24
seq_1631	1.00	0.97	0.66	0.27	0.17	0.17	0.15
seq_3377	1.00	0.97	0.28	0.08	0.08	0.08	0.08
seq_3342	1.00	0.01	0.01	0.01	0.01	0.01	0.01
seq_1773	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_1172	1.00	0.96	0.62	0.60	0.15	0.02	0.02
seq_3345	1.00	0.14	0.06	0.06	0.06	0.06	0.06
seq_3349	0	NA	NA	NA	NA	NA	NA
seq_3710	1.00	0.84	0.74	0.01	0.01	0.01	0.01
seq_3351	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_3352	0	NA	NA	NA	NA	NA	NA
seq_3675	1.00	0.97	0.53	0.20	0.20	0.20	0.20
seq_3363	1.00	1.00	0.97	0.80	0.80	0.80	0.05
seq_3355	1.00	1.00	1.00	1.00	1.00	1.00	0.99
seq_3364	1.00	0.91	0.57	0.36	0.11	0.10	0.10
seq_3357	1.00	0.93	0.22	0.10	0.10	0.10	0.10
seq_3359	1.00	0.28	0.28	0.11	0.04	0.01	0.01
seq_3362	1.00	0.96	0.41	0.09	0.09	0.06	0.06
seq_3361	1.00	1.00	1.00	0.99	0.99	0.99	0.99
seq_3368	1.00	0.99	0.50	0.10	0.10	0.10	0.07
seq_1319	0	NA	NA	NA	NA	NA	NA
seq_1865	1.00	0.46	0.46	0.08	0.03	0.02	0.02
seq_3370	1.00	0.72	0.72	0.14	0.14	0.07	0.05
seq_1206	1.00	0.94	0.22	0.14	0.09	0.08	0.08
seq_1320	0	NA	NA	NA	NA	NA	NA
seq_3373	1.00	0.99	0.81	0.08	0.08	0.03	0.03
seq_3371	1.00	0.95	0.60	0.49	0.37	0.37	0.03
seq_3374	0	NA	NA	NA	NA	NA	NA
seq_3375	1.00	0.79	0.22	0.17	0.17	0.17	0.17
seq_3376	1.00	1.00	0.97	0.57	0.57	0.57	0.09
seq_3866	1.00	0.99	0.99	0.96	0.59	0.58	0.58
seq_3381	1.00	1.00	0.97	0.91	0.88	0.73	0.73
seq_1323	1.00	0.94	0.94	0.06	0.06	0.06	0.06
seq_1724	1.00	1.00	1.00	1.00	0.89	0.54	0.54
seq_1641	1.00	0.33	0.33	0.19	0.01	0.01	0.01
seq_3384	1.00	0.81	0.68	0.15	0.01	0.01	0.01
seq_0610	1.00	0.70	0.56	0.27	0.12	0.02	0.02
seq_1326	1.00	0.98	0.66	0.17	0.17	0.17	0.06
seq_3385	0	NA	NA	NA	NA	NA	NA
seq_3387	1.00	0.98	0.92	0.83	0.29	0.06	0.03
seq_3390	1.00	0.56	0.56	0.27	0.06	0.06	0.02
seq_1418	1.00	0.26	0.26	0.03	0.03	0.02	0.02
seq_3392	1.00	0.99	0.53	0.39	0.34	0.14	0.14
seq_1516	1.00	0.02	0.02	0.02	0.02	0.02	0.02
seq_3395	1.00	1.00	1.00	1.00	0.44	0.44	0.42
seq_3394	1.00	0.78	0.71	0.33	0.01	0.01	0.01
seq_3396	1.00	0.98	0.27	0.27	0.08	0.02	0.02
seq_1338	1.00	0.76	0.06	0.01	0.01	0.01	0.01
seq_3401	0	NA	NA	NA	NA	NA	NA
seq_3402	1.00	0.80	0.05	0.01	0.01	0.01	0.01
seq_3397	1.00	0.93	0.93	0.42	0.19	0.12	0.11
seq_3399	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_3404	1.00	0.99	0.22	0.13	0.01	0.01	0.01
seq_3407	0	NA	NA	NA	NA	NA	NA
seq_3405	1.00	0.82	0.81	0.10	0.10	0.06	0.06
seq_3406	1.00	0.93	0.44	0.29	0.29	0.29	0.09
seq_1343	0	NA	NA	NA	NA	NA	NA
seq_3715	0	NA	NA	NA	NA	NA	NA
seq_3409	1.00	0.92	0.10	0.09	0.09	0.09	0.09
seq_3881	1.00	0.93	0.40	0.17	0.17	0.09	0.01
seq_3410	1.00	0.95	0.77	0.41	0.16	0.14	0.07
seq_3411	1.00	1.00	0.93	0.64	0.56	0.56	0.28
seq_3414	1.00	0.93	0.16	0.11	0.11	0.11	0.02
seq_3416	1.00	0.98	0.30	0.08	0.06	0.06	0.06
seq_3412	1.00	0.96	0.96	0.84	0.32	0.26	0.21
seq_3488	1.00	1.00	0.22	0.07	0.07	0.07	0.05
seq_3583	1.00	0.50	0.50	0.20	0.16	0.16	0.16
seq_3970	1.00	0.56	0.34	0.31	0.12	0.10	0.01
seq_1161	0	NA	NA	NA	NA	NA	NA
seq_2049	1.00	0.82	0.27	0.09	0.05	0.05	0.05
seq_3714	1.00	0.97	0.34	0.05	0.05	0.05	0.05
seq_3422	1.00	0.50	0.49	0.12	0.11	0.11	0.01
seq_3425	1.00	0.30	0.04	0.03	0.01	0.01	0.01
seq_0673	1.00	0.41	0.40	0.09	0.02	0.01	0.01
seq_3421	1.00	0.67	0.59	0.13	0.01	0.01	0.01
seq_3428	1.00	0.96	0.24	0.23	0.23	0.23	0.23
seq_4022	1.00	0.33	0.33	0.26	0.05	0.03	0.02
seq_3427	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_1038	1.00	0.50	0.43	0.43	0.43	0.43	0.43
seq_1362	0	NA	NA	NA	NA	NA	NA
seq_3429	1.00	0.94	0.66	0.58	0.58	0.58	0.27
seq_1667	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_1363	1.00	0.96	0.96	0.87	0.54	0.54	0.20
seq_3432	1.00	0.97	0.71	0.64	0.64	0.64	0.64
seq_3434	1.00	0.97	0.41	0.34	0.33	0.33	0.33
seq_1370	1.00	0.95	0.28	0.19	0.12	0.12	0.12
seq_1381	1.00	0.43	0.41	0.04	0.04	0.02	0.02
seq_1735	1.00	0.79	0.79	0.17	0.05	0.05	0.05
seq_3435	1.00	0.93	0.56	0.48	0.25	0.15	0.15
seq_3436	0	NA	NA	NA	NA	NA	NA
seq_3440	1.00	0.96	0.91	0.18	0.17	0.17	0.04
seq_3438	1.00	0.93	0.76	0.72	0.01	0.01	0.01
seq_3442	1.00	0.89	0.04	0.04	0.04	0.02	0.02
seq_3441	1.00	0.99	0.93	0.22	0.22	0.11	0.11
seq_3979	1.00	0.97	0.14	0.02	0.02	0.02	0.02
seq_3445	1.00	1.00	0.88	0.25	0.25	0.25	0.25
seq_3446	0	NA	NA	NA	NA	NA	NA
seq_3447	1.00	0.39	0.39	0.28	0.22	0.02	0.02
seq_3449	1.00	0.98	0.83	0.35	0.23	0.23	0.12
seq_3451	1.00	1.00	1.00	1.00	1.00	0.92	0.92
seq_3453	1.00	0.81	0.09	0.04	0.02	0.02	0.02
seq_3452	1.00	1.00	1.00	1.00	1.00	1.00	0.91
seq_1377	1.00	0.93	0.38	0.04	0.04	0.04	0.04
seq_3552	1.00	0.99	0.84	0.49	0.49	0.49	0.03
seq_1548	1.00	0.83	0.78	0.16	0.08	0.07	0.07
seq_3455	1.00	0.37	0.37	0.37	0.37	0.20	0.03
seq_3456	1.00	0.62	0.44	0.05	0.02	0.02	0.02
seq_3495	1.00	0.89	0.24	0.10	0.10	0.10	0.10
seq_3459	1.00	0.97	0.76	0.21	0.04	0.03	0.03
seq_3462	1.00	0.86	0.48	0.02	0.02	0.02	0.02
seq_1542	1.00	1.00	0.86	0.21	0.02	0.02	0.01
seq_3464	1.00	0.65	0.65	0.65	0.65	0.65	0.41
seq_3465	1.00	0.08	0.05	0.05	0.05	0.01	0.01
seq_3468	1.00	0.98	0.81	0.69	0.69	0.69	0.69
seq_3493	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_1152	1.00	0.98	0.66	0.40	0.40	0.40	0.23
seq_1312	1.00	0.36	0.30	0.07	0.01	0.01	0.01
seq_1738	1.00	1.00	0.88	0.84	0.56	0.33	0.33
seq_1392	1.00	0.07	0.06	0.05	0.03	0.02	0.01
seq_3471	1.00	0.97	0.90	0.90	0.12	0.09	0.06
seq_1879	1.00	0.69	0.20	0.12	0.01	0.01	0.01
seq_3475	1.00	1.00	0.07	0.04	0.04	0.04	0.04
seq_3477	0	NA	NA	NA	NA	NA	NA
seq_3479	1.00	1.00	0.98	0.61	0.10	0.10	0.10
seq_3724	1.00	0.91	0.91	0.86	0.08	0.08	0.04
seq_3480	1.00	0.66	0.32	0.13	0.13	0.10	0.10
seq_3754	1.00	0.99	0.63	0.36	0.21	0.21	0.11
seq_3540	1.00	0.45	0.39	0.16	0.02	0.02	0.01
seq_3662	1.00	0.91	0.83	0.17	0.04	0.04	0.01
seq_3485	1.00	0.98	0.97	0.93	0.84	0.24	0.07
seq_3484	1.00	0.76	0.08	0.06	0.02	0.01	0.01
seq_3486	1.00	0.96	0.26	0.25	0.13	0.08	0.07
seq_1403	1.00	0.79	0.24	0.24	0.21	0.13	0.12
seq_3490	1.00	0.86	0.55	0.21	0.21	0.13	0.09
seq_3489	1.00	0.01	0.01	0.01	0.01	0.01	0.01
seq_1404	1.00	0.02	0.02	0.02	0.01	0.01	0.01
seq_3496	1.00	0.85	0.05	0.01	0.01	0.01	0.01
seq_1560	1.00	0.40	0.39	0.01	0.01	0.01	0.01
seq_3498	1.00	1.00	0.92	0.91	0.91	0.91	0.91
seq_1836	1.00	0.91	0.91	0.44	0.08	0.08	0.08
seq_1412	0	NA	NA	NA	NA	NA	NA
seq_1447	1.00	1.00	0.84	0.12	0.12	0.09	0.09
seq_3499	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_1675	1.00	0.27	0.27	0.16	0.13	0.01	0.01
seq_3500	0	NA	NA	NA	NA	NA	NA
seq_3502	1.00	0.51	0.38	0.03	0.02	0.02	0.02
seq_3501	1.00	0.91	0.91	0.80	0.40	0.40	0.26
seq_3505	1.00	0.94	0.42	0.27	0.27	0.27	0.24
seq_3506	1.00	1.00	0.77	0.28	0.28	0.28	0.26
seq_3510	1.00	0.62	0.49	0.49	0.49	0.42	0.32
seq_3509	1.00	0.13	0.02	0.02	0.02	0.02	0.02
seq_3917	1.00	1.00	0.92	0.20	0.12	0.12	0.06
seq_1202	1.00	1.00	0.93	0.72	0.72	0.72	0.19
seq_1420	1.00	1.00	0.99	0.88	0.88	0.88	0.83
seq_1423	1.00	0.11	0.07	0.04	0.04	0.04	0.02
seq_1538	1.00	0.87	0.49	0.40	0.40	0.40	0.11
seq_1744	1.00	1.00	0.90	0.64	0.38	0.38	0.14
