seq	kingdom	phylum	class	order	family	genus	species
seq_4822	1.00	0.99	0.25	0.11	0.11	0.04	0.03
seq_1330	1.00	0.44	0.44	0.30	0.23	0.06	0.05
seq_1837	1.00	0.23	0.23	0.18	0.15	0.01	0.01
seq_1786	1.00	0.59	0.45	0.06	0.01	0.01	0.01
seq_1841	1.00	1.00	1.00	0.99	0.98	0.95	0.42
seq_1839	1.00	0.96	0.96	0.93	0.47	0.22	0.22
seq_2032	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_2019	1.00	0.73	0.21	0.10	0.05	0.03	0.03
seq_4333	1.00	0.88	0.73	0.12	0.02	0.01	0.01
seq_4334	1.00	1.00	1.00	1.00	1.00	0.56	0.32
seq_4337	1.00	0.97	0.64	0.13	0.13	0.11	0.11
seq_4336	1.00	0.43	0.38	0.17	0.01	0.01	0.01
seq_4339	0	NA	NA	NA	NA	NA	NA
seq_4338	1.00	0.89	0.52	0.21	0.18	0.09	0.06
seq_4341	1.00	0.98	0.31	0.13	0.12	0.12	0.12
seq_4340	1.00	0.35	0.35	0.35	0.35	0.35	0.26
seq_4342	1.00	1.00	0.94	0.34	0.07	0.06	0.05
seq_4348	0	NA	NA	NA	NA	NA	NA
seq_4347	1.00	0.99	0.95	0.89	0.86	0.86	0.22
seq_4346	1.00	0.18	0.18	0.18	0.18	0.18	0.09
seq_4344	1.00	0.89	0.86	0.84	0.63	0.63	0.63
seq_4350	1.00	0.84	0.19	0.16	0.05	0.05	0.04
seq_4352	1.00	0.91	0.77	0.77	0.77	0.15	0.15
seq_4886	1.00	0.99	0.66	0.53	0.47	0.47	0.47
seq_0938	1.00	0.39	0.32	0.32	0.32	0.32	0.32
seq_1851	1.00	0.04	0.01	0.01	0.01	0.01	0.01
seq_4354	1.00	1.00	0.92	0.44	0.17	0.17	0.17
seq_1847	1.00	1.00	1.00	0.95	0.31	0.28	0.16
seq_4353	1.00	1.00	1.00	1.00	1.00	0.44	0.44
seq_4356	1.00	0.99	0.60	0.50	0.09	0.09	0.01
seq_4357	0	NA	NA	NA	NA	NA	NA
seq_4358	1.00	0.92	0.35	0.22	0.22	0.22	0.11
seq_4366	0	NA	NA	NA	NA	NA	NA
seq_4359	1.00	0.94	0.89	0.85	0.05	0.05	0.05
seq_4360	1.00	1.00	0.14	0.01	0.01	0.01	0.01
seq_4370	1.00	0.95	0.38	0.08	0.08	0.03	0.03
seq_4367	1.00	0.57	0.16	0.08	0.04	0.01	0.01
seq_4368	1.00	0.99	0.57	0.16	0.16	0.16	0.06
seq_4364	1.00	0.53	0.53	0.21	0.01	0.01	0.01
seq_4362	1.00	0.70	0.63	0.18	0.03	0.01	0.01
seq_4372	1.00	0.94	0.34	0.24	0.18	0.14	0.14
seq_4957	1.00	0.52	0.51	0.51	0.51	0.51	0.51
seq_4895	1.00	1.00	1.00	1.00	0.78	0.75	0.03
seq_1146	1.00	0.77	0.33	0.03	0.01	0.01	0.01
seq_1860	1.00	0.95	0.39	0.16	0.16	0.16	0.11
seq_1857	1.00	0.91	0.90	0.26	0.25	0.24	0.14
seq_1856	1.00	0.97	0.97	0.93	0.29	0.28	0.26
seq_1861	1.00	0.46	0.46	0.19	0.10	0.10	0.02
seq_2058	1.00	0.85	0.85	0.44	0.40	0.40	0.03
seq_2098	1.00	1.00	0.92	0.42	0.38	0.34	0.34
seq_4373	1.00	0.93	0.34	0.30	0.30	0.08	0.08
seq_4374	1.00	0.99	0.08	0.05	0.02	0.01	0.01
seq_4378	1.00	0.99	0.92	0.65	0.04	0.04	0.04
seq_4379	1.00	1.00	0.84	0.80	0.14	0.10	0.10
seq_4380	1.00	0.80	0.51	0.04	0.04	0.04	0.01
seq_4382	1.00	0.89	0.45	0.33	0.33	0.27	0.27
seq_4375	1.00	1.00	1.00	1.00	1.00	1.00	0.71
seq_4383	1.00	0.90	0.36	0.35	0.14	0.05	0.05
seq_4384	1.00	0.90	0.01	0.01	0.01	0.01	0.01
seq_4385	1.00	1.00	0.91	0.59	0.53	0.53	0.53
seq_4386	1.00	0.85	0.21	0.07	0.07	0.07	0.06
seq_4392	1.00	0.92	0.36	0.19	0.15	0.12	0.11
seq_4388	1.00	0.67	0.66	0.66	0.66	0.66	0.20
seq_4393	1.00	0.89	0.86	0.84	0.20	0.15	0.15
seq_4395	1.00	0.95	0.12	0.09	0.05	0.05	0.05
seq_4394	1.00	0.96	0.48	0.03	0.03	0.01	0.01
seq_4396	1.00	1.00	0.92	0.54	0.36	0.36	0.01
seq_4397	0	NA	NA	NA	NA	NA	NA
seq_4399	1.00	0.87	0.33	0.11	0.11	0.11	0.05
seq_4543	1.00	0.01	0.01	0.01	0.01	0.01	0.01
seq_1209	1.00	0.16	0.15	0.02	0.02	0.02	0.01
seq_4400	1.00	0.02	0.02	0.01	0.01	0.01	0.01
seq_4401	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_4402	1.00	0.95	0.95	0.02	0.02	0.02	0.02
seq_4403	1.00	0.83	0.12	0.04	0.04	0.04	0.04
seq_4404	1.00	1.00	0.05	0.01	0.01	0.01	0.01
seq_4405	1.00	0.89	0.89	0.54	0.16	0.16	0.16
seq_4407	0	NA	NA	NA	NA	NA	NA
seq_4409	1.00	0.99	0.32	0.13	0.09	0.09	0.09
seq_4406	1.00	0.12	0.08	0.03	0.02	0.02	0.01
seq_4408	1.00	0.99	0.48	0.41	0.28	0.16	0.16
seq_4410	1.00	0.94	0.78	0.38	0.07	0.07	0.04
seq_4413	1.00	0.88	0.22	0.05	0.04	0.04	0.04
seq_4412	1.00	0.65	0.03	0.01	0.01	0.01	0.01
seq_4416	1.00	0.97	0.94	0.49	0.34	0.34	0.34
seq_4417	1.00	0.90	0.10	0.02	0.02	0.02	0.02
seq_4419	1.00	0.92	0.84	0.10	0.05	0.05	0.05
seq_4418	1.00	0.96	0.64	0.41	0.39	0.39	0.39
seq_4414	1.00	0.01	0.01	0.01	0.01	0.01	0.01
seq_4420	1.00	0.89	0.89	0.89	0.89	0.89	0.89
seq_4422	1.00	0.29	0.25	0.10	0.10	0.07	0.07
seq_4423	1.00	0.81	0.14	0.03	0.03	0.02	0.02
seq_1731	1.00	0.98	0.14	0.09	0.04	0.03	0.02
seq_0928	1.00	0.24	0.24	0.10	0.05	0.05	0.05
seq_1882	1.00	0.72	0.14	0.01	0.01	0.01	0.01
seq_4425	1.00	0.99	0.14	0.08	0.02	0.02	0.02
seq_4426	1.00	0.85	0.34	0.15	0.09	0.04	0.04
seq_4424	1.00	0.90	0.22	0.08	0.08	0.08	0.08
seq_4429	0	NA	NA	NA	NA	NA	NA
seq_4428	1.00	0.72	0.31	0.11	0.11	0.11	0.11
seq_4430	1.00	0.95	0.63	0.46	0.11	0.09	0.07
seq_4432	1.00	0.98	0.66	0.60	0.43	0.13	0.06
seq_4436	1.00	0.98	0.62	0.56	0.56	0.56	0.25
seq_4440	0	NA	NA	NA	NA	NA	NA
seq_4435	1.00	0.54	0.37	0.10	0.02	0.01	0.01
seq_4437	1.00	0.54	0.52	0.06	0.02	0.02	0.02
seq_4439	1.00	1.00	1.00	1.00	1.00	1.00	0.42
seq_4669	1.00	1.00	0.57	0.14	0.14	0.14	0.01
seq_1888	1.00	0.99	0.94	0.72	0.09	0.09	0.04
seq_4686	1.00	0.75	0.47	0.20	0.10	0.06	0.05
seq_1924	1.00	0.80	0.80	0.37	0.36	0.21	0.21
seq_2009	1.00	0.47	0.47	0.30	0.18	0.14	0.14
seq_4441	1.00	0.95	0.94	0.14	0.06	0.06	0.01
seq_4442	1.00	0.98	0.02	0.01	0.01	0.01	0.01
seq_1945	1.00	0.07	0.02	0.02	0.01	0.01	0.01
seq_4443	1.00	1.00	1.00	1.00	0.97	0.80	0.05
seq_4445	0	NA	NA	NA	NA	NA	NA
seq_4446	1.00	1.00	0.99	0.99	0.83	0.01	0.01
seq_4447	1.00	0.90	0.31	0.17	0.17	0.17	0.17
seq_4448	1.00	1.00	0.97	0.56	0.55	0.52	0.52
seq_4453	1.00	0.07	0.04	0.03	0.03	0.03	0.03
seq_4450	1.00	0.99	0.66	0.45	0.04	0.04	0.04
seq_4449	1.00	0.95	0.95	0.82	0.43	0.12	0.12
seq_4455	1.00	0.96	0.41	0.25	0.25	0.25	0.25
seq_4457	1.00	0.99	0.13	0.05	0.05	0.05	0.03
seq_4458	1.00	1.00	0.52	0.49	0.29	0.11	0.03
seq_4459	1.00	0.88	0.67	0.22	0.06	0.06	0.06
seq_4460	1.00	0.99	0.78	0.45	0.05	0.04	0.02
seq_4461	1.00	1.00	0.85	0.45	0.45	0.45	0.45
seq_4463	1.00	0.84	0.22	0.17	0.17	0.17	0.17
seq_4462	1.00	0.89	0.07	0.02	0.01	0.01	0.01
seq_4464	1.00	0.91	0.56	0.15	0.08	0.08	0.05
seq_4741	1.00	1.00	0.86	0.71	0.61	0.61	0.12
seq_4465	1.00	0.97	0.31	0.26	0.22	0.09	0.02
seq_5096	1.00	0.96	0.79	0.56	0.29	0.19	0.19
seq_5037	1.00	1.00	0.72	0.44	0.27	0.27	0.27
seq_1899	1.00	0.98	0.93	0.79	0.79	0.79	0.53
seq_1896	1.00	0.98	0.98	0.84	0.08	0.06	0.06
seq_1898	1.00	0.69	0.57	0.02	0.01	0.01	0.01
seq_4468	1.00	0.92	0.24	0.15	0.13	0.08	0.03
seq_1900	1.00	0.01	0.01	0.01	0.01	0.01	0.01
seq_4472	1.00	0.13	0.04	0.03	0.03	0.03	0.03
seq_4473	1.00	0.83	0.09	0.04	0.04	0.04	0.04
seq_4474	0	NA	NA	NA	NA	NA	NA
seq_4475	1.00	0.83	0.31	0.18	0.11	0.11	0.01
seq_4476	1.00	0.92	0.76	0.04	0.04	0.04	0.04
seq_4477	1.00	0.84	0.07	0.05	0.05	0.05	0.03
seq_4478	1.00	0.98	0.74	0.58	0.08	0.08	0.06
seq_4479	1.00	1.00	0.39	0.22	0.10	0.10	0.10
seq_4480	1.00	0.99	0.84	0.47	0.38	0.38	0.02
seq_4481	1.00	0.78	0.39	0.31	0.16	0.04	0.04
seq_4482	1.00	1.00	0.99	0.98	0.96	0.87	0.62
seq_4483	1.00	0.96	0.64	0.59	0.59	0.51	0.18
seq_4485	1.00	1.00	0.39	0.14	0.14	0.14	0.05
seq_4552	1.00	0.10	0.10	0.06	0.05	0.01	0.01
seq_4484	1.00	1.00	0.46	0.46	0.46	0.16	0.08
seq_4602	1.00	0.87	0.24	0.22	0.04	0.04	0.04
seq_4991	1.00	0.93	0.39	0.20	0.20	0.18	0.10
seq_1352	1.00	0.96	0.35	0.29	0.29	0.22	0.22
seq_1414	1.00	1.00	0.03	0.03	0.03	0.03	0.03
seq_1801	1.00	1.00	0.34	0.22	0.09	0.07	0.07
seq_1530	1.00	0.45	0.44	0.31	0.05	0.02	0.02
seq_1907	1.00	0.91	0.59	0.34	0.16	0.16	0.16
seq_1925	1.00	0.33	0.28	0.09	0.01	0.01	0.01
seq_1908	1.00	0.84	0.84	0.27	0.05	0.05	0.02
seq_4487	1.00	0.89	0.25	0.01	0.01	0.01	0.01
seq_4486	1.00	1.00	0.19	0.08	0.03	0.03	0.03
seq_4488	1.00	1.00	0.57	0.03	0.03	0.02	0.02
seq_4490	1.00	0.87	0.34	0.26	0.15	0.04	0.04
seq_4489	1.00	0.41	0.36	0.11	0.02	0.01	0.01
seq_4491	1.00	1.00	0.97	0.56	0.34	0.34	0.19
seq_4495	0	NA	NA	NA	NA	NA	NA
seq_4494	1.00	1.00	0.82	0.05	0.05	0.05	0.05
seq_4493	1.00	0.54	0.54	0.08	0.07	0.06	0.01
seq_4496	1.00	0.99	0.23	0.05	0.05	0.05	0.04
seq_4497	1.00	0.52	0.17	0.13	0.02	0.02	0.02
seq_4498	1.00	0.88	0.19	0.11	0.04	0.04	0.04
seq_4492	1.00	1.00	1.00	1.00	1.00	1.00	0.01
seq_4500	1.00	0.34	0.20	0.20	0.20	0.20	0.20
seq_4502	1.00	1.00	0.83	0.57	0.57	0.57	0.05
seq_4504	1.00	0.75	0.38	0.28	0.20	0.20	0.10
seq_4503	1.00	0.94	0.35	0.21	0.09	0.06	0.06
seq_4505	1.00	0.63	0.59	0.23	0.10	0.01	0.01
seq_4506	1.00	0.01	0.01	0.01	0.01	0.01	0.01
seq_4508	1.00	0.96	0.27	0.21	0.08	0.08	0.06
seq_4509	1.00	0.99	0.52	0.38	0.08	0.02	0.02
seq_4876	1.00	0.99	0.85	0.41	0.24	0.23	0.23
seq_1395	1.00	0.96	0.43	0.17	0.17	0.17	0.17
seq_4511	1.00	0.81	0.13	0.12	0.12	0.10	0.07
seq_1915	1.00	0.15	0.06	0.06	0.02	0.02	0.02
seq_1916	1.00	0.85	0.52	0.26	0.20	0.20	0.20
seq_1917	1.00	1.00	0.26	0.24	0.24	0.13	0.13
seq_1989	1.00	0.96	0.73	0.08	0.08	0.08	0.08
seq_1948	1.00	0.95	0.51	0.02	0.02	0.02	0.02
seq_2091	1.00	1.00	1.00	1.00	1.00	1.00	0.63
seq_4515	1.00	0.51	0.36	0.16	0.04	0.01	0.01
seq_2011	1.00	0.22	0.21	0.06	0.05	0.02	0.01
seq_4516	1.00	1.00	1.00	1.00	1.00	1.00	0.87
seq_4519	0	NA	NA	NA	NA	NA	NA
seq_4517	1.00	0.11	0.07	0.07	0.05	0.02	0.02
seq_4521	1.00	0.92	0.28	0.18	0.09	0.07	0.02
seq_4522	1.00	0.79	0.32	0.05	0.05	0.01	0.01
seq_4524	1.00	0.97	0.68	0.67	0.48	0.17	0.03
seq_4526	1.00	0.94	0.41	0.31	0.22	0.19	0.18
seq_4525	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_4527	1.00	0.91	0.32	0.29	0.09	0.09	0.09
seq_4529	1.00	1.00	0.91	0.60	0.13	0.13	0.13
seq_4528	1.00	0.83	0.22	0.07	0.07	0.07	0.03
seq_4750	1.00	0.84	0.08	0.08	0.06	0.06	0.06
seq_4530	1.00	0.31	0.31	0.07	0.06	0.03	0.03
seq_4766	1.00	0.97	0.39	0.02	0.02	0.02	0.02
seq_1023	1.00	0.01	0.01	0.01	0.01	0.01	0.01
seq_2071	1.00	0.23	0.04	0.04	0.04	0.04	0.04
seq_4532	1.00	1.00	0.99	0.99	0.96	0.50	0.22
seq_4533	1.00	0.88	0.34	0.12	0.02	0.02	0.02
seq_4535	1.00	0.67	0.11	0.06	0.03	0.03	0.03
seq_4534	1.00	0.94	0.94	0.79	0.57	0.57	0.29
seq_4536	1.00	0.68	0.19	0.16	0.16	0.16	0.16
seq_4537	1.00	0.94	0.68	0.34	0.08	0.08	0.08
seq_4538	1.00	0.98	0.50	0.23	0.16	0.02	0.02
seq_4541	1.00	0.06	0.06	0.05	0.04	0.04	0.01
seq_4542	1.00	0.74	0.55	0.22	0.01	0.01	0.01
seq_4539	1.00	0.91	0.55	0.15	0.15	0.15	0.15
seq_4544	1.00	0.35	0.17	0.06	0.04	0.01	0.01
seq_4546	1.00	0.95	0.70	0.04	0.04	0.04	0.04
seq_4548	1.00	0.58	0.58	0.23	0.05	0.05	0.01
seq_4547	1.00	0.65	0.65	0.36	0.28	0.22	0.22
seq_4549	1.00	1.00	0.93	0.93	0.32	0.25	0.19
seq_4553	1.00	1.00	0.96	0.77	0.50	0.50	0.50
seq_4554	1.00	0.96	0.38	0.33	0.27	0.27	0.09
seq_4555	1.00	1.00	1.00	1.00	0.85	0.28	0.28
seq_4558	0	NA	NA	NA	NA	NA	NA
seq_4550	1.00	1.00	0.99	0.99	0.99	0.99	0.99
seq_4559	1.00	1.00	0.99	0.97	0.50	0.22	0.22
seq_4560	1.00	1.00	0.98	0.95	0.95	0.91	0.78
seq_4557	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_1923	0	NA	NA	NA	NA	NA	NA
seq_4561	1.00	0.94	0.15	0.15	0.15	0.15	0.15
seq_4563	1.00	0.14	0.14	0.03	0.02	0.02	0.02
seq_5040	1.00	0.99	0.99	0.94	0.85	0.80	0.13
seq_1964	1.00	0.41	0.41	0.12	0.07	0.07	0.07
seq_4564	1.00	0.98	0.84	0.73	0.35	0.26	0.26
seq_1992	1.00	0.55	0.32	0.32	0.02	0.02	0.02
seq_1943	1.00	0.67	0.67	0.21	0.16	0.06	0.05
seq_4566	1.00	1.00	0.86	0.61	0.60	0.60	0.60
seq_4565	1.00	0.81	0.42	0.30	0.08	0.07	0.06
seq_4567	1.00	0.92	0.08	0.03	0.03	0.03	0.03
seq_4568	1.00	1.00	0.34	0.34	0.34	0.34	0.34
seq_4573	1.00	0.98	0.13	0.13	0.13	0.13	0.13
seq_4570	1.00	0.88	0.74	0.02	0.02	0.02	0.01
seq_4574	0	NA	NA	NA	NA	NA	NA
seq_4577	0	NA	NA	NA	NA	NA	NA
seq_4569	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_4575	1.00	0.99	0.70	0.62	0.20	0.20	0.20
seq_4576	1.00	0.98	0.60	0.05	0.03	0.02	0.01
seq_4580	1.00	0.96	0.73	0.68	0.20	0.19	0.19
seq_4581	0	NA	NA	NA	NA	NA	NA
seq_4582	1.00	0.99	0.58	0.53	0.45	0.40	0.40
seq_4585	1.00	1.00	0.97	0.12	0.12	0.12	0.02
seq_4586	1.00	0.98	0.65	0.48	0.39	0.07	0.06
seq_4583	1.00	0.98	0.60	0.52	0.30	0.18	0.18
seq_4579	1.00	1.00	1.00	1.00	1.00	1.00	0.99
seq_1292	1.00	0.97	0.36	0.15	0.15	0.14	0.14
seq_4589	1.00	0.03	0.03	0.01	0.01	0.01	0.01
seq_4588	1.00	0.58	0.48	0.17	0.09	0.01	0.01
seq_1438	1.00	1.00	0.70	0.39	0.10	0.06	0.06
seq_1947	1.00	0.95	0.32	0.18	0.08	0.02	0.02
seq_1928	1.00	0.66	0.66	0.47	0.15	0.15	0.10
seq_1927	1.00	0.18	0.12	0.04	0.01	0.01	0.01
seq_4591	0	NA	NA	NA	NA	NA	NA
seq_2096	1.00	0.99	0.99	0.75	0.10	0.10	0.06
seq_4595	1.00	1.00	0.33	0.30	0.18	0.07	0.02
seq_4593	1.00	0.02	0.02	0.02	0.02	0.02	0.02
seq_4594	1.00	0.09	0.06	0.06	0.06	0.06	0.01
seq_4599	0	NA	NA	NA	NA	NA	NA
seq_4597	1.00	0.49	0.49	0.15	0.05	0.05	0.04
seq_4596	1.00	0.13	0.12	0.01	0.01	0.01	0.01
seq_4600	1.00	0.94	0.45	0.35	0.34	0.34	0.34
seq_4601	1.00	0.98	0.91	0.77	0.70	0.70	0.31
seq_4605	1.00	0.95	0.04	0.02	0.02	0.02	0.02
seq_4603	1.00	0.92	0.71	0.15	0.08	0.08	0.08
seq_4606	1.00	1.00	0.95	0.38	0.27	0.27	0.02
seq_4609	1.00	0.80	0.55	0.45	0.03	0.03	0.03
seq_4607	1.00	0.76	0.25	0.16	0.16	0.16	0.15
seq_4610	1.00	0.42	0.42	0.08	0.08	0.03	0.03
seq_4612	1.00	1.00	0.95	0.42	0.37	0.37	0.37
seq_4611	1.00	0.96	0.94	0.18	0.08	0.07	0.07
seq_4614	1.00	0.87	0.37	0.31	0.10	0.05	0.05
seq_1455	1.00	0.97	0.60	0.07	0.07	0.06	0.05
seq_1878	1.00	0.97	0.51	0.16	0.16	0.16	0.02
seq_1931	1.00	0.02	0.02	0.02	0.02	0.02	0.02
seq_1922	0	NA	NA	NA	NA	NA	NA
seq_4616	1.00	0.84	0.37	0.05	0.05	0.05	0.05
seq_4618	1.00	0.60	0.13	0.07	0.03	0.03	0.03
seq_4617	1.00	0.94	0.94	0.66	0.37	0.22	0.07
seq_4623	1.00	0.97	0.49	0.26	0.22	0.11	0.11
seq_4621	1.00	0.92	0.83	0.40	0.15	0.15	0.15
seq_4624	1.00	0.39	0.27	0.08	0.02	0.01	0.01
seq_4627	1.00	0.13	0.13	0.01	0.01	0.01	0.01
seq_4626	1.00	0.86	0.07	0.07	0.04	0.04	0.04
seq_4631	0	NA	NA	NA	NA	NA	NA
seq_4629	1.00	0.93	0.26	0.13	0.13	0.12	0.08
seq_4632	0	NA	NA	NA	NA	NA	NA
seq_4628	1.00	0.74	0.71	0.08	0.01	0.01	0.01
seq_4630	1.00	0.25	0.22	0.04	0.01	0.01	0.01
seq_4633	0	NA	NA	NA	NA	NA	NA
seq_4635	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_4636	1.00	0.97	0.86	0.18	0.12	0.04	0.04
seq_4634	1.00	0.75	0.56	0.10	0.10	0.10	0.04
seq_4637	1.00	1.00	1.00	1.00	1.00	0.98	0.62
seq_4638	1.00	0.77	0.12	0.07	0.05	0.05	0.05
seq_4640	1.00	0.98	0.09	0.02	0.02	0.02	0.02
seq_4639	1.00	0.91	0.61	0.22	0.22	0.22	0.22
seq_4642	1.00	0.07	0.04	0.04	0.03	0.03	0.03
seq_4643	1.00	0.94	0.73	0.68	0.68	0.68	0.32
seq_4645	1.00	0.61	0.55	0.08	0.05	0.02	0.02
seq_4644	1.00	0.43	0.42	0.09	0.07	0.01	0.01
seq_4646	1.00	1.00	0.88	0.86	0.79	0.54	0.54
seq_5067	1.00	1.00	0.81	0.12	0.12	0.12	0.06
seq_1852	1.00	0.97	0.43	0.28	0.24	0.18	0.18
seq_1934	0	NA	NA	NA	NA	NA	NA
seq_1933	1.00	0.75	0.57	0.14	0.01	0.01	0.01
seq_4648	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_4649	1.00	0.83	0.58	0.45	0.35	0.35	0.02
seq_4650	1.00	0.78	0.48	0.19	0.08	0.08	0.08
seq_4651	1.00	0.98	0.81	0.27	0.16	0.16	0.16
seq_4654	0	NA	NA	NA	NA	NA	NA
seq_4652	0	NA	NA	NA	NA	NA	NA
seq_4653	1.00	0.11	0.10	0.04	0.02	0.02	0.02
seq_4655	0	NA	NA	NA	NA	NA	NA
seq_4656	1.00	0.67	0.67	0.07	0.04	0.04	0.04
seq_4657	1.00	0.76	0.13	0.06	0.06	0.02	0.01
seq_4663	1.00	0.88	0.18	0.09	0.09	0.05	0.05
seq_4659	1.00	0.83	0.83	0.28	0.26	0.21	0.05
seq_4660	1.00	0.86	0.86	0.06	0.04	0.04	0.01
seq_4665	1.00	0.97	0.19	0.09	0.09	0.08	0.08
seq_4664	1.00	0.62	0.22	0.05	0.04	0.01	0.01
seq_4666	1.00	0.95	0.19	0.11	0.10	0.05	0.05
seq_4667	1.00	1.00	0.95	0.45	0.45	0.45	0.17
seq_4671	0	NA	NA	NA	NA	NA	NA
seq_4670	1.00	0.96	0.22	0.16	0.16	0.16	0.16
seq_4668	1.00	0.83	0.21	0.13	0.11	0.07	0.07
seq_4672	1.00	0.98	0.84	0.82	0.61	0.40	0.23
seq_4989	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_5060	1.00	0.95	0.65	0.26	0.14	0.07	0.07
seq_1647	0	NA	NA	NA	NA	NA	NA
seq_1940	0	NA	NA	NA	NA	NA	NA
seq_5201	1.00	0.69	0.53	0.13	0.13	0.13	0.13
seq_2035	1.00	0.98	0.12	0.10	0.08	0.07	0.05
seq_1941	1.00	1.00	1.00	1.00	0.99	0.93	0.86
seq_4676	1.00	1.00	0.82	0.40	0.40	0.40	0.03
seq_4674	1.00	0.89	0.89	0.15	0.09	0.03	0.03
seq_4678	1.00	1.00	1.00	1.00	1.00	0.99	0.05
seq_4680	1.00	1.00	1.00	1.00	1.00	0.70	0.65
seq_4681	1.00	1.00	0.67	0.53	0.45	0.45	0.30
seq_4679	1.00	0.95	0.18	0.17	0.16	0.10	0.10
seq_4684	1.00	0.93	0.50	0.26	0.26	0.21	0.21
seq_4682	1.00	0.05	0.05	0.05	0.05	0.05	0.05
seq_4685	1.00	0.94	0.43	0.10	0.10	0.10	0.03
seq_4687	0	NA	NA	NA	NA	NA	NA
seq_4690	1.00	1.00	0.76	0.40	0.07	0.07	0.07
seq_4688	1.00	0.89	0.81	0.31	0.03	0.03	0.01
seq_4692	1.00	1.00	0.94	0.53	0.36	0.36	0.10
seq_4693	1.00	1.00	0.86	0.55	0.55	0.55	0.24
seq_4694	1.00	0.99	0.94	0.51	0.43	0.42	0.42
seq_4697	1.00	0.92	0.12	0.12	0.12	0.07	0.05
seq_4698	0	NA	NA	NA	NA	NA	NA
seq_4691	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_4700	1.00	0.98	0.88	0.74	0.70	0.70	0.16
seq_4699	1.00	0.99	0.48	0.43	0.36	0.03	0.03
seq_4702	1.00	1.00	0.77	0.22	0.22	0.22	0.02
seq_4701	1.00	0.09	0.06	0.05	0.03	0.01	0.01
seq_4696	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_4705	1.00	0.90	0.23	0.02	0.02	0.02	0.02
seq_4704	1.00	0.93	0.45	0.04	0.02	0.02	0.02
seq_4709	1.00	0.96	0.85	0.36	0.28	0.28	0.28
seq_4707	1.00	0.93	0.93	0.74	0.53	0.11	0.01
seq_4711	1.00	0.97	0.24	0.19	0.19	0.19	0.19
seq_4713	1.00	0.75	0.11	0.09	0.04	0.04	0.04
seq_0859	0	NA	NA	NA	NA	NA	NA
seq_4773	1.00	0.87	0.27	0.07	0.06	0.03	0.02
seq_5196	1.00	0.99	0.90	0.70	0.70	0.70	0.23
seq_4714	1.00	1.00	1.00	1.00	1.00	1.00	1.00
seq_1944	0	NA	NA	NA	NA	NA	NA
seq_1884	1.00	0.95	0.65	0.62	0.62	0.62	0.62
seq_4716	1.00	0.96	0.77	0.50	0.24	0.24	0.15
seq_4717	1.00	0.27	0.09	0.02	0.02	0.02	0.02
seq_4718	1.00	1.00	0.43	0.34	0.22	0.22	0.22
seq_4719	1.00	1.00	1.00	1.00	0.96	0.84	0.57
seq_4721	1.00	0.32	0.05	0.04	0.01	0.01	0.01
seq_4722	1.00	0.75	0.75	0.18	0.17	0.11	0.02
seq_4723	1.00	0.99	0.94	0.42	0.39	0.11	0.05
seq_4726	1.00	0.99	0.46	0.38	0.12	0.12	0.12
seq_4727	0	NA	NA	NA	NA	NA	NA
seq_4728	0	NA	NA	NA	NA	NA	NA
seq_4729	0	NA	NA	NA	NA	NA	NA
seq_4731	1.00	0.95	0.79	0.73	0.46	0.08	0.06
seq_4732	1.00	0.46	0.42	0.32	0.10	0.10	0.04
seq_4733	1.00	0.99	0.99	0.99	0.99	0.99	0.99
seq_4730	1.00	1.00	1.00	1.00	0.97	0.97	0.97
seq_4736	1.00	0.34	0.29	0.02	0.01	0.01	0.01
seq_4737	1.00	0.82	0.52	0.35	0.16	0.16	0.14
seq_4738	0	NA	NA	NA	NA	NA	NA
seq_4742	1.00	0.97	0.97	0.71	0.30	0.20	0.18
seq_4743	1.00	0.91	0.12	0.01	0.01	0.01	0.01
seq_4746	1.00	0.95	0.11	0.05	0.05	0.04	0.04
seq_4745	1.00	0.65	0.05	0.05	0.05	0.05	0.05
seq_4744	1.00	0.71	0.44	0.16	0.07	0.01	0.01
seq_4749	1.00	1.00	0.84	0.46	0.35	0.35	0.21
seq_4751	1.00	0.33	0.15	0.05	0.01	0.01	0.01
seq_4747	1.00	1.00	0.93	0.46	0.13	0.06	0.06
seq_1637	1.00	0.98	0.89	0.79	0.78	0.78	0.64
seq_1951	0	NA	NA	NA	NA	NA	NA
seq_4755	1.00	1.00	1.00	0.96	0.91	0.91	0.91
seq_4757	1.00	0.98	0.92	0.41	0.12	0.06	0.03
seq_4758	0	NA	NA	NA	NA	NA	NA
seq_4756	1.00	0.80	0.46	0.33	0.10	0.08	0.02
seq_4762	1.00	0.42	0.42	0.27	0.12	0.12	0.03
seq_4760	1.00	0.38	0.33	0.04	0.01	0.01	0.01
seq_4767	0	NA	NA	NA	NA	NA	NA
